#CODE,NAME
#SRGDESC=100,Population
#SRGDESC=110,Housing
#SRGDESC=120,Urban Population
#SRGDESC=130,Rural Population
#SRGDESC=131,Urban Housing
#SRGDESC=132,Suburban Housing
#SRGDESC=133,Exurban Housing
#SRGDESC=134,Rural Housing
#SRGDESC=137,Housing Change
#SRGDESC=140,Housing Change and Population
#SRGDESC=150,Residential Heating - Natural Gas
#SRGDESC=160,Residential Heating - Wood
#SRGDESC=165,0.5 Residential Heating - Wood plus 0.5 Low Intensity Residential
#SRGDESC=170,Residential Heating - Distillate Oil
#SRGDESC=180,Residential Heating - Coal
#SRGDESC=190,Residential Heating - LP Gas
#SRGDESC=201,Urban Restricted Road Miles
#SRGDESC=202,Urban Restricted AADT
#SRGDESC=205,Extended Idle Locations
#SRGDESC=211,Rural Restricted Road Miles
#SRGDESC=212,Rural Restricted AADT
#SRGDESC=221,Urban Unrestricted Road Miles
#SRGDESC=222,Urban Unrestricted AADT
#SRGDESC=231,Rural Unrestricted Road Miles
#SRGDESC=232,Rural Unrestricted AADT
#SRGDESC=239,Total Road AADT
#SRGDESC=240,Total Road Miles
#SRGDESC=241,Total Restricted Road Miles
#SRGDESC=242,All Restricted AADT
#SRGDESC=243,Total Unrestricted Road Miles
#SRGDESC=244,All Unrestricted AADT
#SRGDESC=258,Intercity Bus Terminals
#SRGDESC=259,Transit Bus Terminals
#SRGDESC=260,Total Railroad Miles
#SRGDESC=261,NTAD Total Railroad Density
#SRGDESC=271,NTAD Class 1 2 3 Railroad Density
#SRGDESC=272,NTAD Amtrak Railroad Density
#SRGDESC=273,NTAD Commuter Railroad Density
#SRGDESC=275,ERTAC Rail Yards
#SRGDESC=280,Class 2 and 3 Railroad Miles
#SRGDESC=300,NLCD Low Intensity Development
#SRGDESC=301,NLCD Med Intensity Development
#SRGDESC=302,NLCD High Intensity Development
#SRGDESC=303,NLCD Open Space
#SRGDESC=304,NLCD Open + Low
#SRGDESC=305,NLCD Low + Med
#SRGDESC=306,NLCD Med + High
#SRGDESC=307,NLCD All Development
#SRGDESC=308,NLCD Low + Med + High
#SRGDESC=309,NLCD Open + Low + Med
#SRGDESC=310,NLCD Total Agriculture
#SRGDESC=318,NLCD Pasture Land
#SRGDESC=319,NLCD Crop Land
#SRGDESC=320,NLCD Forest Land
#SRGDESC=321,NLCD Recreational Land
#SRGDESC=340,NLCD Land
#SRGDESC=350,NLCD Water
#SRGDESC=400,Rural Land Area
#SRGDESC=500,Commercial Land
#SRGDESC=505,Industrial Land
#SRGDESC=506,Education
#SRGDESC=507,Heavy Light Construction Industrial Land
#SRGDESC=510,Commercial plus Industrial
#SRGDESC=515,Commercial plus Institutional Land
#SRGDESC=520,Commercial plus Industrial plus Institutional
#SRGDESC=525,Golf Courses plus Institutional plus Industrial plus Commercial
#SRGDESC=526,Residential - Non-Institutional
#SRGDESC=527,Single Family Residential
#SRGDESC=535,Residential + Commercial + Industrial + Institutional + Government
#SRGDESC=540,Retail Trade (COM1)
#SRGDESC=545,Personal Repair (COM3)
#SRGDESC=555,Professional/Technical (COM4) plus General Government (GOV1)
#SRGDESC=560,Hospital (COM6)
#SRGDESC=575,Light and High Tech Industrial (IND2 + IND5)
#SRGDESC=580,Food Drug Chemical Industrial (IND3)
#SRGDESC=585,Metals and Minerals Industrial (IND4)
#SRGDESC=590,Heavy Industrial (IND1)
#SRGDESC=595,Light Industrial (IND2)
#SRGDESC=596,Industrial plus Institutional plus Hospitals
#SRGDESC=650,Refineries and Tank Farms
#SRGDESC=670,Spud Count - CBM Wells
#SRGDESC=671,Spud Count - Gas Wells
#SRGDESC=672,Gas Production at Oil Wells
#SRGDESC=673,Oil Production at CBM Wells
#SRGDESC=674,Unconventional Well Completion Counts
#SRGDESC=675,Refineries and Tank Farms and Gas Stations
#SRGDESC=676,Well Count - All Producing
#SRGDESC=677,Well Count - All Exploratory
#SRGDESC=678,Completions at Gas Wells
#SRGDESC=679,Completions at CBM Wells
#SRGDESC=680,Oil and Gas Wells
#SRGDESC=681,Spud Count - Oil Wells
#SRGDESC=683,Produced Water at All Wells
#SRGDESC=685,Completions at Oil Wells
#SRGDESC=686,Completions at All Wells
#SRGDESC=687,Feet Drilled at All Wells
#SRGDESC=691,Well Counts -  CBM Wells
#SRGDESC=692,Spud Count - All Wells
#SRGDESC=693,Well Count - All Wells
#SRGDESC=694,Oil Production at Oil Wells
#SRGDESC=695,Well Count - Oil Wells
#SRGDESC=696,Gas Production at Gas Wells
#SRGDESC=697,Oil Production at Gas Wells
#SRGDESC=698,Well Count - Gas Wells
#SRGDESC=699,Gas Production at CBM Wells
#SRGDESC=710,Airport Points
#SRGDESC=711,Airport Areas
#SRGDESC=801,Port Areas
#SRGDESC=805,Offshore Shipping Area
#SRGDESC=806,Offshore Shipping NEI2014 Activity
#SRGDESC=807,Navigable Waterway Miles
#SRGDESC=808,2013 Shipping Density
#SRGDESC=812,Great Lakes Shipping Lanes
#SRGDESC=820,Ports NEI2014 Activity
#SRGDESC=850,Golf Courses
#SRGDESC=860,Mines
#SRGDESC=890,Commercial Timber
