STFID,NUMERSUM
471730403001,863.00000063
470631010001,1088.00000143
470590908002,1418.00000059
470279551001,1041.00000041
471790618002,870.00000052
470190717001,731.00000027
470279551002,849.00000044
470190717002,1345.43703408
470575004003,1112.00000115
470279551003,961.00000048
470575004004,1792.00000069
471119701001,1556.00000109
471790619003,1652.00000126
471790618003,1224.00000066
471519752003,1261.00000125
470575001003,1271.00000179
470590909002,2158.00000135
471519752004,1139.00000050
470139509001,1358.00000216
471119702001,1200.00000133
471119702002,1711.00000121
470139507001,1110.00000115
470139509002,1479.00000064
471790619005,1705.00000134
471119702003,2067.00000129
471710803002,662.00000031
471119704001,1857.00000123
470575001002,1235.00000079
470279550003,1168.00000265
471650201001,1117.00000105
471650201003,1496.00000075
470590913002,1119.00000061
470590908003,1185.00000210
470575003001,1186.00000078
471730401001,1064.00000086
471339502001,1679.00000179
470631010002,722.00000062
471519752001,1901.00000117
470575004005,1760.00000076
471650202013,1677.00000090
471710802004,1216.00000284
470279550004,1624.00000032
470590912002,798.00000132
470139507002,809.00000032
471650202012,1438.13771905
471519753001,1633.00000118
470139507003,982.00000051
470139504003,716.00000141
471519754001,995.00000179
471710802003,1920.99709086
471470801012,1945.11172309
470139510001,1086.00000093
470631006001,1106.00000050
470139506001,1311.00000218
470590909001,1168.00000079
470631010003,1622.00000070
470590913003,1504.00000147
470631006003,1691.00000177
470499651001,1246.00000064
470631005001,847.00000231
470631006002,1898.00000104
470139507005,693.00000036
470590901001,1694.00000153
470139506002,1072.00000044
470590910004,1874.00000163
470575003002,1313.00000118
471470801011,1370.00000105
471650201005,1991.00000127
470139507004,1426.00000052
471339501001,796.00000057
470590902001,1092.00000072
471650202011,2724.00000281
470139506003,884.00000087
471730401005,1407.00000060
471119701002,1504.00000025
470499652001,901.00000101
470590901005,1348.00000183
470139510002,1365.00000403
470139506004,1015.00000079
471519752002,1311.00000059
470499651002,774.00000037
470139506005,661.00000076
471710804004,960.00000029
470631007001,1638.00000054
471710804005,723.00000029
471519753002,766.00000114
470631006005,1021.00000079
471470802004,1404.00000082
470139504004,269.00000061
470590907002,1082.00000126
471710804003,664.00000019
471650202023,1572.00000119
471119703002,1554.00000068
470631001001,1915.00000068
471710801001,1451.10157174
470575003005,1302.00000069
470631006004,1129.00000053
471470802003,1046.00000048
471790619006,1490.00000058
470631010004,1060.00000102
471710804001,835.00000065
470575003003,1165.00000122
470139505001,1735.00000148
470139511002,2147.00000386
471710802001,1457.00000119
471650201002,1330.00000035
470590912003,1034.00000046
470590902002,1244.00000048
471650201004,1363.00000058
471710804002,942.00000030
471650203002,1097.00000059
470631005002,753.00000061
470590903001,1374.00000060
470139511001,777.00000140
471470802001,841.00000074
470499652002,2158.00000118
470879601001,913.00000143
470631001002,911.00000102
471119703003,961.00000039
470139505002,950.00000080
470499651004,1309.00000065
470631012002,1668.00000155
471650203001,802.00000027
471339503001,1409.00000067
470631001003,1512.00000059
471730402011,1243.00000070
471119704002,2108.00000130
471339504002,798.00000083
471710802002,1407.00000032
470590901002,641.00000046
471650203004,1926.00000059
470631007002,594.00000069
470631004002,1062.00000058
470631004001,848.00000042
471119703001,988.00000050
470499651003,1192.00000039
470590903004,1720.00000162
470590903002,783.00000028
471251019014,1215.00000388
470590907001,1197.00000040
471519754003,1041.00000037
470631012001,711.00000060
471339501002,969.00000120
470631005003,1374.00000169
471119701003,1690.00000089
470631001005,752.00000073
471339504001,1140.00000177
470590904003,830.00000032
470590901006,1228.00000071
470590903005,818.00000060
470590903003,681.00000035
471251020004,5499.00000349
471650203003,778.00000059
470631002001,740.00000106
470631004003,1032.00000077
470139505004,952.00000051
470590904004,906.00000040
471119703004,1468.00000123
470631002003,1561.00000160
470590901003,1119.00000007
470590904001,379.00000005
471650202021,2514.00000117
470139505003,1093.00000095
471119703005,1722.00000069
470631004004,932.00000035
470631001004,689.00000028
470631002002,946.00000033
471470801024,2393.00000090
470139511003,1870.00000230
470590901004,859.00000074
470631007004,929.00000176
470590904002,678.00000025
470879604001,1775.00000087
470631007003,1219.00000028
470590910003,1807.00000120
470590905001,712.00000022
470590904005,938.00000041
470575003004,779.00000075
470631004005,1573.00000108
471251013011,5055.00000632
470631002005,986.00000019
470590912001,1278.00000111
470590904006,1376.00000103
470590906002,977.00000168
470590905004,738.00000049
470139504001,1561.00000109
471339503004,1332.00000083
471730402021,1055.00000063
471339503002,2569.00000115
470499652003,2028.00000219
470631003001,1422.00000063
470590905002,1607.00000118
471519754002,723.00000074
470010209013,930.00000044
471650204011,1647.00000096
471730402022,766.00000066
471251013012,6036.00000058
470590910002,1099.34863575
470631002004,873.00000025
471730401002,1235.00000097
471251014001,6242.00001114
471650206002,1655.00000119
471291101001,1769.00000081
470590905003,828.00000043
470631003002,1346.00000054
470631009001,1702.00000069
470631007005,1435.00000197
470631009002,1201.00000048
471470801022,2906.00000180
470575002002,1260.00000221
470575002001,965.00000084
471730402012,926.00000044
470590905005,1085.00000117
470631011003,1707.00000115
471710801002,1035.65661549
471470802002,1086.00000084
470631008001,2039.00000376
470631009003,1782.00000047
470631012004,1622.00000156
471611103001,5.00000122
471611102001,1458.80058022
470590905006,1632.00000120
471650206003,1104.00000061
470299801001,1422.00000104
470139504002,2222.00000175
471251020002,2217.00000114
471611101001,0.00000088
471730401004,1480.00000082
471730402013,1139.00000047
471470805002,643.00000117
470590906001,931.00000057
470631012003,1994.00000054
470631008002,1531.00000047
470010209012,845.00000143
470631011002,900.00000089
470590910001,1973.00000083
471650202022,1079.00000050
470631011001,783.00000104
471251013021,4104.00000353
470590906003,1346.00000051
471650204012,1551.00000200
471251020003,4606.00000377
471251012002,1855.00000198
471339503003,985.00000010
471470805003,1832.00000151
471251019011,1960.00000099
471690901001,1799.00000175
471650204023,2673.00000211
471251012001,3638.00000133
471470802005,516.00000037
471730402023,950.00000069
471251020001,1378.00000032
471251018012,2409.00000287
471470805001,657.00000149
471730402024,1916.00000088
470631011004,1262.00000061
471251013022,2378.00000141
471251010021,3830.00000212
470879601002,885.00000087
470890704001,1665.00000138
470890703001,1499.00000164
471730401003,1319.00000053
471291101002,1414.00000115
470010209014,1915.00000086
470890703005,1461.00000238
471251010011,4560.00000181
471251019012,2639.00000084
471251011011,2628.00000255
471251011021,7658.00000465
471339503005,1131.00000106
470299801002,827.00000109
470890702001,1244.00000065
471470807001,2639.00000214
470879603004,842.00000038
471251019013,718.00000150
471650205003,1199.00000158
470890701005,1024.00000070
470499653002,1170.00000077
471611102003,1678.00000052
471470804011,2655.00000122
471470803001,1582.00000037
470890702003,1655.00000076
471251009001,1702.00000117
470575002003,1747.00000121
470010208003,920.00000131
470890702002,877.00000092
470010208001,790.00000033
471470803002,1039.00000086
470010207002,779.00000060
470890701002,1288.00000090
471251018011,5176.00000183
471251019021,2560.00000186
470590911001,1572.00000131
471599750001,1193.00000081
470010209022,1069.00000117
471690901003,1401.00000237
471650204021,3245.00000105
471730402025,1121.00000074
470499653001,1737.00000077
471470801021,2992.00000065
471470801023,1103.00000255
471650206004,1819.00000235
471470803003,3437.00000127
471251009002,1573.00000041
471251011031,2189.00000197
471251006011,2271.00000149
471251008001,633.00000081
471251007002,824.00000089
470010209011,1330.00000028
471650206006,1091.00000059
471470804012,1057.00000087
471251015001,3109.00000268
471251008002,1946.00000046
470010208002,1408.00000021
470590911002,1663.41962186
471251015002,2966.00000194
471650206001,900.00000111
470879603003,813.00000048
470299803001,1077.00000059
470890703002,1333.00000035
471470804021,4185.00000137
471611102002,1409.00000091
471251016001,3445.00000541
471470806022,4301.00000314
470890701001,743.00000016
471339506002,1174.00000174
470010207003,892.00000074
471339505003,1216.00000183
470890704003,991.00000176
471690902002,413.00000026
470010208004,937.00000059
470930065001,2119.00000135
471470807002,2765.00000199
470010208005,834.00000041
471251001001,859.00000036
470930063002,2040.00000198
471690901002,1600.00000201
471251007001,533.00000041
470010209021,2426.00000137
470890701004,1209.00000075
470299801003,1545.00000092
471690902001,836.00000030
470890701003,1889.00000159
470930064001,3875.00000242
471251006021,2917.00000076
471339505001,1748.00000134
470890706002,1934.00000224
471611102004,1593.00000101
470890703003,1780.00000024
471251002001,875.00000039
471650205002,1368.00000138
471251004001,1625.00000068
470879603002,1516.00000083
471339505002,1935.00000089
471251015003,1178.00000124
470010207001,324.00000070
470890703004,1092.00000027
470930063001,4130.00000329
470879603001,1935.00000242
471251002002,1127.00000081
471251005002,738.00000077
471251003001,1279.00000091
471251005001,2001.00000148
470890706001,952.00000045
470299802004,1168.00000229
471470806012,2597.00000245
471251004002,1543.00000071
471251018022,1349.00000061
471599750002,1089.00000114
471470806013,1908.00000194
470890706003,1447.00000213
471251005003,1735.00000086
470010209023,795.00000161
471650204022,2139.00000169
471251018021,2372.00000215
471599750003,1519.00000126
471291102001,919.00000144
471650205001,2472.00000446
470879602002,884.00000108
471251003002,1996.00000064
471650210032,3308.00000199
470890704002,1014.00000033
471251018023,1259.00000096
470890705003,2139.00000137
470930065002,1719.00000248
470010212014,918.00000137
471251016002,1554.00000334
471690902004,579.00000026
471650208001,4743.00000107
471690902003,631.00000038
471251003003,1277.00000127
470879602001,1421.00000105
471339506001,1237.00000069
470890707001,889.00000137
470010212013,1629.00000121
471650207001,1709.00000107
470299803002,1057.00000064
471650206005,1609.00000114
470010209024,1274.00000092
471470806023,1068.00000055
471650207003,1923.00000116
471410002001,2148.00000213
470930064002,4771.00000232
470930052011,1193.00000144
471251018024,2163.00000239
471650207002,835.00000048
471650210012,2908.00000431
470210702001,2028.00000112
471470806021,2597.00000086
471611104001,1115.00000048
471291102002,706.00000061
471650208002,1871.00000073
471291103001,1607.00000179
470890705002,1382.00000145
471650209011,1467.00000371
470930062021,3701.00000156
471611106001,1553.00000115
471650209023,2519.00000334
471470806011,1866.00000160
470890708001,1418.00000091
471650209022,5045.00000134
471650209021,1895.00000152
470890709001,1391.00000158
470299803004,754.00000086
470890707002,1899.00000027
471611104002,1803.00000209
470930065003,2175.00000099
470010210001,1887.00000151
470299802003,891.00000103
470370102005,1195.00000110
471599752003,2070.00000168
470299803003,915.00000038
470890707003,1444.00000040
471611105001,1021.00000016
470010212011,1056.00000114
471251017005,1727.00000151
471291102003,1359.00000070
470930062014,1540.00000233
470930061021,1532.00000160
470890705001,1146.00000083
470930062031,1782.00000100
471890301021,1868.00000147
470930052012,1310.00000083
470010212022,770.00000085
471890301011,3383.00000362
470299804001,666.34148995
470010212021,2498.00000016
471890301012,1577.00000121
471251017003,853.00000060
471251017002,1750.00000119
470370102006,1525.00000402
470890707004,1371.00000069
470930062011,2132.00000092
470210702002,1422.00000101
471251017001,1331.00000090
470930052013,1964.00000075
471599753001,2050.00000289
471650210011,3436.00000185
470010212012,1107.00000030
471291103003,1889.00000093
471650210013,2095.00000078
471650210031,6007.00000268
470799690001,1009.00000020
470499653003,1113.00000092
471650210021,3934.00000337
471890301022,2454.00000141
470930053002,2866.00000358
470799690002,1001.00000060
470930062041,2418.00000375
471410003006,1928.00000135
470930062032,1572.00000121
470299802005,969.00000108
470930052022,914.00000122
470799691001,1031.00000098
471599752002,1487.00000182
470010213012,844.00000075
470930051003,2778.00000208
470370101014,925.00000086
470010211001,1525.00000203
470930062012,1674.00000061
470010212023,604.00000023
470210702005,3075.00000093
470299802001,1815.00000129
470930062042,884.00000037
470010210002,1446.00000228
470890708002,1046.00000107
470890709002,1688.00000310
471650212032,1087.00000242
470299802002,829.00000021
470010211002,1088.00000094
470930061022,2737.00000141
470210701011,2398.00000111
471650212031,2405.00000106
470370101015,1174.00000070
471410002002,1224.00000069
470930053003,2779.00000243
470210702004,1688.00000103
471890302012,2144.00000189
471550801004,1787.00000091
470010212024,1504.00000028
471890302011,4839.00000669
470890708003,2797.00000136
470799691003,869.00000098
471599751003,834.00000083
471599751001,1318.00000075
470930062033,1128.00000027
470010213011,968.00000158
471410002003,1315.00000092
471410001001,957.00000140
471251017004,1708.00000068
471291104001,779.00000148
471291104003,1748.00000411
470010213023,984.00000059
471611106002,728.00000052
470930062013,1752.00000087
470930051001,622.00000041
471550801001,1399.00000077
470010211003,1010.00000063
471410003004,1799.00000114
470930052023,1076.00000140
470930062043,1657.00000064
471839680001,1344.00000086
470299805011,1858.00000074
470210702003,2304.00000161
470299805012,1213.00000155
470930043002,798.00000189
470930050001,1174.00000131
470930052021,700.00000014
471650212021,6512.00000337
470930062044,2547.00000149
470299806001,803.00000030
470299806002,658.00000022
470930042001,1161.00000028
470299805023,1692.00000144
470799691002,967.00000023
470010213013,1255.00000153
470930051002,825.00000025
470299806003,516.00000032
471291104005,585.00000022
470930061012,2865.00000196
470370103011,1390.00000042
470930043001,1230.00000088
471291103004,1520.00000075
471650210022,835.00000104
471410009001,1783.00000061
471650211012,6719.00000197
470299806004,801.00000025
471291103002,0.00000005
471599752001,1365.00000114
471410010002,1049.00000117
470370103021,3080.00000087
470359702001,1484.00000194
470299805014,1637.00000225
471890303031,2512.00000291
470930042003,1376.00000037
470299805013,962.00000070
470930042002,885.00000025
470210701012,1254.00000092
470930050003,2001.00000060
470299806005,708.00000141
470010213025,840.00000075
471599751002,785.00000013
470930053001,1167.00000095
470370102004,943.00000099
470930049003,1837.00000117
471410001002,2076.00000023
471319650001,1767.00000188
471650211011,1017.00000066
471410010001,1140.00000165
470370103012,1797.00000110
470370101011,735.00000075
470930030002,1112.00000079
470930031001,750.00000098
471410003005,1908.00000156
470930050002,781.00000009
471550801002,3176.00000133
470930049001,1766.00000071
470930031002,1113.00000048
470299806006,1186.00000052
471319650002,813.00000014
470930030001,1350.00000044
471319650003,1201.00000044
471410013001,2115.00000183
470930041001,1369.00000100
470890709003,587.00000061
470930061013,2330.00000205
470010213021,1172.00000081
470930061011,4136.00000089
471319650004,955.00000245
470370101013,1412.00000102
470370104011,972.00000090
470930041002,726.00000074
471650211022,1338.00000094
470010213022,666.00000023
471410003003,1231.00000105
471650212011,3574.00000163
470930041003,1874.00000141
471319651001,1409.00000202
471410009002,2158.00000108
471650212022,1111.00000134
471410002004,2772.00000121
470930033001,1409.00000047
470930054001,2616.00000252
470010203002,1087.00000069
470799692001,819.00000055
471650211024,1594.00000182
470930031003,1017.00000041
470930030004,1117.00000081
470010204001,1085.00000202
471839687003,674.00000044
470930054003,974.00000208
470930032001,1341.00000043
471319651002,981.00000035
471410004001,1666.00000078
470930054002,2911.00000324
470930040001,1716.00000043
470210701013,2373.00000075
470370103022,1641.00000049
470010213024,1460.00000142
470799690004,1156.00000025
471410003002,1608.00000081
470370101012,1351.00000062
470930030003,747.00000029
470930016001,878.00000071
471550801003,2828.00000163
470010203003,564.00000015
471650211021,2620.00000169
470299804002,990.67087054
471650211023,2008.00000059
470010202004,1384.00000062
470930029001,1636.00000097
471291105001,1361.00000080
471319652001,1027.00000096
470930048004,664.00000123
470930049002,636.00000105
471890301023,1560.00000175
470930032002,646.00000051
470930018001,1015.00000053
470370102003,1543.00000103
470210701021,1861.00000287
470010213026,1448.00000165
470930018002,567.00000074
470370105013,782.00000240
470010202003,746.00000068
470930019001,697.00000084
470930040002,1007.00000032
470930060004,3229.00000155
471410003001,1406.00000029
471550806005,2443.00000210
470010203001,777.00000038
471291105004,925.00000253
470930040003,781.00000044
471410001003,1923.00000212
470930016002,1301.00000047
470930033002,781.00000042
471410008004,1010.00000055
471410004003,816.00000109
470930048001,1187.00000055
470930032003,1037.00000036
470370104013,1368.00000031
470930029002,993.00000034
471650212012,893.00000162
471890303032,1289.00000091
471410004002,1103.00000061
470930018003,735.00000065
471890303041,939.00000177
470010203004,789.00000056
470010210003,819.00000107
471291104002,1013.00000059
470370103023,1247.00000011
470930021001,1682.00000135
470930016003,756.00000052
471410008003,2440.00000044
471410011001,973.00000028
470930060003,2297.00000143
470930039001,945.00000044
470930017001,1558.00000061
470370102001,1045.00000139
471839687002,849.00000044
470359703001,1849.00000129
470930020001,1222.00000041
471550806004,1844.00000193
470299805022,1138.00000068
470010210005,965.00000038
470959601001,2240.40456897
470930060002,2032.00000082
470930019002,1159.00000059
470010203005,715.00000049
470010202002,3519.00000420
470370108011,2367.00000040
470930015002,1003.00000024
471450309001,734.00000036
470930048002,1052.00000054
470930029003,838.00000062
470930048003,1807.00000092
470831201001,1647.00000070
470930017002,1206.00000045
470370104012,1092.00000058
471650211032,1501.00000179
470359702003,1259.00000434
470010204002,970.00000048
471410008001,499.00000100
471410005001,964.00000050
471410008002,834.00000022
471650211031,1947.00000049
470930039003,2360.00000039
471650211025,834.00000067
470930015001,1412.00000059
471410005002,751.00000026
470930020002,1273.00000115
471410007003,995.00000068
470299805021,1558.00000144
470930015003,1123.00000135
471550806001,1318.00000144
470930039002,1496.00000052
470930028001,553.00000065
471599754001,974.00000029
470831202001,782.00000046
471550802001,2284.00000208
470930003001,1904.00000067
470930005001,1020.00000043
470430602002,1728.00000199
471890305002,1771.00000126
471410009003,1195.00000099
471450309002,766.00000077
470010204004,1609.00000048
471650212013,1695.00000075
470370102002,851.00000038
470370105011,628.00000009
470930055002,2631.00000504
470930047003,1713.00000178
470930020003,894.00000055
470930005002,884.00000069
471650211033,1686.00000109
470930021002,879.00000259
471890303042,4210.00000180
471410011003,1891.00000139
470930005003,716.00000025
470930004001,744.00000097
471410006001,1754.00000092
470930028004,1672.00000069
471410007001,869.00000023
470210701014,2241.00000176
470930028002,846.00000018
470010210004,1427.00000183
470799690003,885.00000041
470010204003,709.00000063
470370108012,755.00000104
471450309003,1227.00000095
471410007002,1229.00000057
470370108013,2106.00000036
471890305004,958.00000064
470930002001,1270.00000092
470210703001,1551.00000050
470930047001,1082.00000085
470210703002,1899.00000062
471291105002,1187.00000185
470010201002,754.00000077
470010205002,1027.00000044
470370104021,1208.00000013
470930006001,1238.00000058
470370104023,716.00000126
470370104022,923.00000043
471450309006,1023.00000054
470299807001,680.02197060
470370104024,1341.00000071
471319652002,1223.00000046
470930039004,2163.00000099
470930014001,1312.00000043
470010202001,942.00000025
470370109013,1210.00000032
470370105014,971.00000046
471890305003,253.00000105
470370101024,851.00000188
470370101025,744.00000074
471410011002,1191.00000051
470370105012,1153.00000034
470370104025,1052.00000020
470430602001,1493.00000117
470370105016,1031.00000204
470930028003,792.00000031
471890302021,1804.00000135
470930014002,796.00000035
471319656002,1057.00000048
471319655003,1133.00000075
470930014003,1193.00000028
470430601002,2039.00000134
470930007001,435.00000016
471890303052,1516.00000105
470930047002,965.00000096
471890302022,2333.00000144
470010205001,1120.00000054
470010205003,550.00000039
470930006002,977.00000034
470930006003,530.00000055
471890305001,1530.00000031
470930013001,700.00000042
471410006002,1393.00000107
470930060001,2471.00000133
470370106004,2507.00000077
470930059021,2950.00000121
470930001001,1300.00000084
471890307004,1169.00000139
471410012001,2009.00000115
470831203001,1025.00000099
470010202005,636.00000014
470930046012,4289.00000159
470930046013,1000.00000191
470370109012,882.00000041
470359701001,1952.00000149
470370106001,736.00000047
470370106003,2383.00000062
470370107011,1366.00000028
470930022004,1399.00000082
470370101026,1973.00000195
471319656003,1097.00000058
470430601001,1817.00000141
470930046011,1637.00000087
471550804001,2507.00000428
470930007002,1211.00000039
470370105015,671.00000040
470370107014,1096.00000056
470370109011,869.00000007
470930012001,745.00000050
470370108022,1129.00000075
470930027001,687.00000049
470930013002,682.00000019
470010206002,987.00000041
470370105021,889.00000110
470930027003,1276.00000036
471550807001,2306.00000145
470799696004,1761.00000091
470010201001,1104.00000077
470010205004,716.00000032
470299807004,1429.00000078
470930012002,224.00000101
471890304004,2379.00000077
470010201003,613.00000253
470930011001,763.00000044
470930038001,2826.00000287
471890303054,3897.00000105
470370107013,881.00000036
471319655001,971.00000091
470930022001,961.00000106
470370154012,1922.00000112
470370131001,787.00000088
471319656001,1084.00000062
470370109031,4164.00000053
470930008001,867.00000146
470370107012,877.00000028
471890304003,428.00000046
470010206001,1569.00000056
471550805003,1366.00000110
471890306001,809.00000065
470930027002,622.00000074
470370105022,1452.00000042
471410012002,1015.00000057
470370108023,850.00000044
470370106005,1332.00000441
470930010002,1102.00000054
470370106002,638.00000056
470930011002,1851.00000011
470799696005,1346.00000129
470930008003,1478.00000099
471410012003,1978.00000093
470370107021,1382.00000039
470930059023,1146.00000057
470359708001,1838.00000195
470831203002,1259.00000018
470930008002,1242.00000070
470370109032,754.00000057
470930026002,1179.00000103
